Listing ID,Title,Description,Price,Sq Ft Price,Summary
cardid74172763,3 BHK Villa for Sale in Menambedu Chennai,Null,₹ 1.45 Cr,"₹7,293 per sqft",CARPET AREA 2000 sqft STATUS Ready to Move TRANSACTION Resale
cardid72454039,3 BHK Apartment for Sale in Kilpauk Chennai,Null,₹ 3.20 Cr,"₹15,610 per sqft",CARPET AREA 2050 sqft STATUS Ready to Move FLOOR 3 out of 4
cardid74030809,2 BHK Apartment for Sale in Thoraipakkam Chennai,Null,₹ 52 Lac,"₹6,118 per sqft",CARPET AREA 750 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid62987591,2 BHK Apartment for Sale in Mylapore Chennai,Null,₹ 60 Lac,"₹8,571 per sqft",SUPER AREA 700 sqft STATUS Ready to Move FLOOR 3 out of 3 TRANSACTION Resale FURNISHING Semi-Furnished FACING West
cardid73568771,1 BHK Apartment for Sale in Poonamallee Chennai,Null,₹ 25 Lac,"₹4,854 per sqft",SUPER AREA 515 sqft STATUS Ready to Move FLOOR 3 out of 5
cardid73477193,Plot/Land for Sale in Britania Nagar Chennai,Null,₹ 1.50 Cr,"₹6,250 per sqft",PLOT AREA 2400 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid74038081,2 BHK Apartment for Sale in Devikarumariamman Nagar Valasaravakkam Chennai,Null,₹ 37 Lac,"₹5,736 per sqft",CARPET AREA 600 sqft STATUS Ready to Move FLOOR 2 out of 3
cardid73984517,Plot/Land for Sale in Ponmar Chennai,Null,₹ 48.1 Lac,"₹3,700 per sqft",PLOT AREA 1300 sqft DIMENSIONS (L X B) 52 X 25 OWNERSHIP Freehold
cardid71660849,3 BHK Apartment for Sale in Mogappair Chennai,Null,₹ 2.20 Cr,"₹11,033 per sqft",SUPER AREA 1994 sqft STATUS Ready to Move FLOOR 8 out of 8
cardid67726183,2 BHK House for Sale in Madambakkam Chennai,Null,₹ 85 Lac,"₹9,444 per sqft",CARPET AREA 700 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid27738829,2 BHK Builder Floor for Sale in Kovur Chennai,Null,₹ 37 Lac,"₹5,139 per sqft",CARPET AREA 620 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid36932355,2 BHK Apartment for Sale in Pallavaram Chennai,Null,₹ 40 Lac,"₹4,348 per sqft",SUPER AREA 920 sqft STATUS Ready to Move FLOOR Ground out of 4
cardid72162453,2 BHK Apartment for Sale in Pallikaranai Chennai,Null,₹ 45 Lac,"₹4,491 per sqft",CARPET AREA 720 sqft STATUS Ready to Move FLOOR 1 out of 4
cardid68072179,Plot/Land for Sale in Kovur Chennai,Null,₹ 75 Lac,"₹5,172 per sqft",PLOT AREA 1450 sqft TRANSACTION Resale FLOORS ALLOWED FOR CONSTRUCTION 1 BOUNDARY No
cardid71054453,3 BHK Builder Floor for Sale in Medavakkam Chennai,Null,₹ 74.7 Lac,"₹5,800 per sqft",SUPER AREA 1288 sqft STATUS Ready to Move FLOOR 2 out of 3
cardid72297429,2 BHK Apartment for Sale in Velachery Chennai,Null,₹ 79 Lac,"₹9,229 per sqft",CARPET AREA 756 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid73150345,Plot/Land for Sale in Avadi Chennai,Null,₹ 37 Lac,"₹4,300 per sqft",PLOT AREA 861 sqft DIMENSIONS (L X B) 33 X 26 OWNERSHIP Freehold
cardid72246735,3 BHK Apartment for Sale in Raghavareddy Colony Chennai,Null,₹ 1.60 Cr,"₹11,204 per sqft",SUPER AREA 1428 sqft STATUS Ready to Move FLOOR 1 out of 3
cardid73662451,Plot/Land for Sale in Vadakarai Chennai,Null,₹ 34 Lac,"₹3,778 per sqft",PLOT AREA 900 sqft DIMENSIONS (L X B) 30 X 30 OWNERSHIP Freehold
cardid72912663,3 BHK Apartment for Sale in Medavakkam Chennai,Ready tomove flats with lift and basic amenities adjacent to zigma school many shops hospital bank atm supermarket international school college close to perumbakkam selayur sembakkam easy acess to metro train.,₹ 71.7 Lac,"₹5,490 per sqft",CARPET AREA 1150 sqft STATUS Ready to Move FLOOR 3 out of 3
cardid73087493,3 BHK Apartment for Sale in Grand Southern Trunk Road Chennai,This is the cmda approved gated community on Really GST roadopp perungalathur railway stationready to moveinside SEZ 10 mins drive from airportjust opp to Upcoming perunglaathur metrobank loan,₹ 1.25 Cr,"₹8,681 per sqft",CARPET AREA 1040 sqft STATUS Ready to Move FLOOR 4 out of 13
cardid72569655,Plot/Land for Sale in Sriperumbudur Chennai,Null,₹ 27 Lac,"₹1,800 per sqft",PLOT AREA 1500 sqft DIMENSIONS (L X B) 50 X 30 OWNERSHIP Freehold
cardid74150867,3 BHK Apartment for Sale in Pallikaranai Chennai,"Ramaniyam Ocean Dew is a residential property located on the 200ft Radial Road. It offers several amenities, including a clubhouse, swimming pool, and gym. The property is conveniently situated near schools, malls, markets, and hospitals, making it a desirable location for families and individuals seeking both comfort and accessibility.",₹ 2.25 Cr,"₹11,375 per sqft",SUPER AREA 1978 sqft STATUS Ready to Move FLOOR 2 out of 10
cardid73583217,2 BHK Builder Floor for Sale in Perumbakkam Chennai,Null,₹ 35 Lac,"₹4,375 per sqft",SUPER AREA 800 sqft STATUS Ready to Move FLOOR 1 out of 1 TRANSACTION Resale FURNISHING Unfurnished BATHROOM 1
cardid73651699,2 BHK House for Sale in Veppampattu Chennai,Null,₹ 33.1 Lac,"₹4,416 per sqft",CARPET AREA 100 sqft STATUS Ready to Move TRANSACTION Resale
cardid73914795,Plot/Land for Sale in Manapakkam Chennai,Null,₹ 2.05 Cr,"₹1,211 per sqft",PLOT AREA 16970 sqft DIMENSIONS (L X B) 141 X 118 OWNERSHIP Freehold
cardid71036825,Plot/Land for Sale in Kundrathur Chennai,Null,₹ 50 Lac,₹652 per sqft,PLOT AREA 7668 sqft DIMENSIONS (L X B) 60 X 128 TRANSACTION Resale FLOORS ALLOWED FOR CONSTRUCTION 1 BOUNDARY No
cardid73309261,3 BHK Apartment for Sale in Unity Kingdom Chennai,Null,₹ 92.5 Lac,"₹6,499 per sqft",SUPER AREA 1423 sqft STATUS Ready to Move FLOOR 3 out of 5
cardid74085241,3 BHK House for Sale in Velachery West Chennai,Null,₹ 3 Cr,"₹18,750 per sqft",CARPET AREA 1200 sqft STATUS Ready to Move TRANSACTION Resale FURNISHING Semi-Furnished BATHROOM 2
cardid51600149,Plot/Land for Sale in Poonamallee Chennai,"Presenting a prime opportunity to purchase a plot for sale in the esteemed Mahidhara Central, Poonamallee, Chennai, this property boasts a favourable South-facing orientation, ensuring optimal light and ventilation while providing a sought-after location for residential or investment purposes.::::::Property specifications and facilities ::::::It offers an expansive area of 2,789 sqft within a well-maintained gated community, providing a secure and serene environment. Positioned as a corner property, it enjoys the advantage of having one open side, enhancing its accessibility and visibility. The plot benefits from a generous 12-meter-wide road frontage, making it easily accessible.::::::The property is ideally suited for residential development, promising a peaceful living environment with all essential facilities in place. It is well-equipped with reliable water and electricity supply, as well as a comprehensive drainage and seepage system to ensure long-term functionality and comfort.::::::Locality ::::::Strategically located, the plot is approximately 8.5 km from Saveetha Engineering College and 8.1 km from Queens Land, making it conveniently positioned near significant landmarks. The locality offers easy access to hospitals, malls, supermarkets, banks and ATMs, all within proximity. Public transport options are readily available, further enhancing the convenience of daily commuting and accessibility to essential services.::::::::",₹ 54.4 Lac,"₹1,950 per sqft",PLOT AREA 2789 sqft DIMENSIONS (L X B) 50 X 55.78 OWNERSHIP Freehold
cardid73225815,4 BHK House for Sale in Thiruvanmiyur Chennai,Null,₹ 2.20 Cr,"₹12,941 per sqft",CARPET AREA 1500 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid72672205,5 BHK House for Sale in Anna Nagar West Extension Chennai,Null,₹ 5.30 Cr,"₹14,324 per sqft",CARPET AREA 3100 sqft STATUS Ready to Move FLOOR 3 out of 3
cardid21594905,2 BHK Builder Floor for Sale in Avadi Chennai,Null,₹ 33 Lac,"₹4,325 per sqft",CARPET AREA 563 sqft STATUS Ready to Move FLOOR Ground out of 2 TRANSACTION Resale FURNISHING Unfurnished FACING West
cardid72103751,3 BHK Apartment for Sale in Pammal Chennai,Null,₹ 60 Lac,"₹4,914 per sqft",CARPET AREA 1000 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid54740213,2 BHK Apartment for Sale in Perungalathur Chennai,Null,₹ 52.5 Lac,"₹5,127 per sqft",CARPET AREA 820 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid72220313,Plot/Land for Sale in Kattankulathur Chennai,Null,₹ 49 Lac,"₹1,960 per sqft",PLOT AREA 2500 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid66568643,5 BHK Apartment for Sale in Nolambur Chennai,Null,₹ 2.60 Cr,"₹8,817 per sqft",CARPET AREA 2692 sqft STATUS Ready to Move FLOOR 3 out of 4
cardid73921905,4 BHK Apartment for Sale in Guindy Chennai,Null,₹ 4.91 Cr,"₹19,875 per sqft",SUPER AREA 2475 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid66661173,2 BHK House for Sale in Mangadu Chennai,Null,₹ 40 Lac,"₹6,667 per sqft",CARPET AREA 520 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid70151903,2 BHK Apartment for Sale in Guduvancheri Chennai,Null,₹ 35.5 Lac,"₹6,017 per sqft",CARPET AREA 390 sqft STATUS Ready to Move FLOOR 2 out of 4 TRANSACTION Resale FURNISHING Semi-Furnished FACING East
cardid73636483,Plot/Land for Sale in Thirumullaivoyal Chennai,Null,₹ 48 Lac,"₹4,000 per sqft",PLOT AREA 1200 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid74214909,2 BHK Apartment for Sale in Triplicane Chennai,Null,₹ 1.20 Cr,"₹11,225 per sqft",SUPER AREA 1069 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid73922371,Plot/Land for Sale in Thiruninravur Chennai,Null,₹ 32.4 Lac,"₹1,800 per sqft",PLOT AREA 1800 sqft OWNERSHIP Power Of Attorney TRANSACTION Resale FLOORS ALLOWED FOR CONSTRUCTION 3 WIDTH OF ROAD FACING THE PLOT 10 m BOUNDARY No
cardid69542393,2 BHK Builder Floor for Sale in Perumbakkam Chennai,Null,₹ 62 Lac,"₹5,877 per sqft",SUPER AREA 1055 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid74263773,3 BHK Villa for Sale in Mogappair Chennai,Null,₹ 5.50 Cr,"₹13,750 per sqft",SUPER AREA 4000 sqft STATUS Ready to Move TRANSACTION Resale
cardid71969479,1 BHK Apartment for Sale in Perungudi Chennai,"Aashiana Residences is yet another Residential Project from SNR Constructions that showcases high standard of elegant living. It is a classy Apartment Complex consisting of 12 Super Luxury Apartments with sheer class. These exquisite apartments, handcrafted towards luxury living in one of the most upcoming prominent area of Chennai, allows you to showcase your style statement to others. Aashiana Residences is surrounded by a lot of software companies and residential aparment complexes, with a myriad of bustling activities around it and many more happening joint",₹ 54 Lac,"₹8,852 per sqft",CARPET AREA 540 sqft STATUS Ready to Move FLOOR 3 out of 5
cardid74290787,Plot/Land for Sale in Nanmangalam Manikandan Nagar Chennai,Null,₹ 92.9 Lac,"₹7,300 per sqft",PLOT AREA 1272 sqft DIMENSIONS (L X B) 48 X 26.5 OWNERSHIP Freehold
cardid74297983,4 BHK House for Sale in Ashok Nagar Chennai,Null,₹ 7.50 Cr,"₹18,750 per sqft",CARPET AREA 3500 sqft STATUS Ready to Move TRANSACTION Resale
cardid72129067,2 BHK Apartment for Sale in Kolathur Chennai,Null,₹ 32.8 Lac,"₹6,108 per sqft",CARPET AREA 448 sqft STATUS Ready to Move FLOOR 1 out of 2 TRANSACTION Resale FURNISHING Unfurnished FACING East
cardid73885653,Plot/Land for Sale in Injambakkam Chennai,Null,₹ 4.37 Cr,"₹11,500 per sqft",PLOT AREA 3800 sqft DIMENSIONS (L X B) 95 X 40 OWNERSHIP Freehold
cardid72468767,Plot/Land for Sale in Ottiambakkam Chennai,Null,₹ 29.8 Lac,"₹4,600 per sqft",PLOT AREA 648 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid73777113,Plot/Land for Sale in Karanodai Chennai,Null,₹ 12 Lac,"₹1,500 per sqft",PLOT AREA 800 sqft DIMENSIONS (L X B) 40 X 20 OWNERSHIP Freehold
cardid62088455,Plot/Land for Sale in Nandivaram Guduvancheri Chennai,Null,₹ 31.8 Lac,"₹2,650 per sqft",PLOT AREA 1200 sqft DIMENSIONS (L X B) 30 X 40 OWNERSHIP Freehold
cardid74266483,Plot/Land for Sale in Old Mahabalipuram Road Chennai Chennai,Null,₹ 41 Lac,"₹4,750 per sqft",PLOT AREA 863 sqft DIMENSIONS (L X B) 36 X 23.97 OWNERSHIP Power Of Attorney
cardid74283683,Plot/Land for Sale in Red Hills Chennai,Null,₹ 21.1 Lac,₹900 per sqft,PLOT AREA 2349 sqft DIMENSIONS (L X B) 22 X 106.77 OWNERSHIP Freehold
cardid71683775,3 BHK House for Sale in Mudichur Chennai,Null,₹ 90 Lac,"₹6,522 per sqft",CARPET AREA 1550 sqft STATUS Ready to Move FLOOR Ground out of 1 TRANSACTION New Property FURNISHING Furnished FACING North
cardid73172291,2 BHK Apartment for Sale in Kalavakkam Chennai,Null,₹ 32 Lac,"₹3,162 per sqft",SUPER AREA 1012 sqft STATUS Ready to Move FLOOR 5 out of 5
cardid66831765,2 BHK House for Sale in Tiruvottiyur Chennai,Null,₹ 87.5 Lac,"₹7,292 per sqft",CARPET AREA 1000 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid72040667,5 BHK House for Sale in Anna Nagar Chennai,Null,₹ 1.70 Cr,"₹10,119 per sqft",CARPET AREA 750 sqft STATUS Ready to Move FLOOR 1 out of 1
cardid71709507,2 BHK Apartment for Sale in Perumbakkam Chennai,Null,₹ 52 Lac,"₹5,721 per sqft",SUPER AREA 909 sqft STATUS Ready to Move FLOOR 1 out of 4 TRANSACTION Resale FURNISHING Unfurnished FACING South
cardid71884447,2 BHK Apartment for Sale in Potheri Chennai,Null,₹ 40 Lac,"₹3,333 per sqft",CARPET AREA 920 sqft STATUS Ready to Move FLOOR 4 out of 6 TRANSACTION Resale FURNISHING Unfurnished BATHROOM 2
cardid71548777,3 BHK Villa for Sale in Velachery Chennai,Null,₹ 2 Cr,Null,CARPET AREA 1590 sqft STATUS Ready to Move TRANSACTION Resale FURNISHING Unfurnished FACING North OVERLOOKING Garden/Park
cardid74194613,Plot/Land for Sale in Medavakkam Chennai,Null,₹ 1.80 Cr,"₹9,484 per sqft",PLOT AREA 1898 sqft TRANSACTION Resale BOUNDARY Yes
cardid66505119,Plot/Land for Sale in Kundrathur Chennai,Null,₹ 16.5 Lac,"₹2,500 per sqft",PLOT AREA 660 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid71839759,Plot/Land for Sale in Ponmar Chennai,Null,₹ 31.2 Lac,"₹3,900 per sqft",PLOT AREA 800 sqft TRANSACTION Resale
cardid69128909,Plot/Land for Sale in Mahindra World City Chennai,"Embark on a journey of endless possibilities with our exclusive plot for sale nestled in the prestigious Avigna Celeste community, located within the vibrant enclave of Mahindra World City, Chennai.::::Property specifications and facilities ::::Step into the realm of endless possibilities with this remarkable plot spanning 7200 square feet, nestled within the gated enclave of a prestigious community in Chennai's Mahindra World City. Embrace the potential of this prime plot, where the canvas awaits your visionary touch to shape dreams into reality.::::While the plot stands unencumbered by boundary walls or fencing, it resides within the secure confines of a gated colony, offering privacy and tranquility. With the freedom to construct up to G+2 floors, the plot faces the East, bathing your future abode or venture in invigorating sunlight.::::Blessed with two open sides and a 50-foot road frontage, accessibility is paramount, with the main road just 1 kilometer away. Nearby constructions and a vibrant community ambiance enhance the plot's appeal, making it ideal for residential or commercial endeavors alike.::::Unleash your imagination and explore the endless possibilities this plot offers. With water, electricity, and drainage facilities readily available, the groundwork for your vision is already laid.::::Locality ::::Immerse yourself in the vibrant neighborhood, with landmarks like Maharishi Vidya Mandir and essential amenities including schools, hospitals, malls/supermarkets, and banks/ATMs, all within easy reach. Moreover, with public transportation options at your doorstep and the Chengalpattu railway station just 10 kilometers away, connectivity is seamless, ensuring that every corner of Chennai is within your grasp.::::Seize the opportunity to craft your future amidst the thriving landscape of Mahindra World City. Whether envisioning your dream home or a thriving commercial venture, this plot promises the perfect canvas to bring your aspirations to life.::",₹ 2.52 Cr,"₹3,500 per sqft",PLOT AREA 7200 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid74210265,2 BHK Apartment for Sale in Tambaram Chennai,Null,₹ 72 Lac,"₹7,143 per sqft",CARPET AREA 385 sqft STATUS Ready to Move FLOOR 2 out of 5
cardid70397753,2 BHK Apartment for Sale in Gandhi Nagar Porur Chennai,"Experience modern living at its finest with this 2 BHK flat for sale in Osian Chlorophyll, Gandhi Nagar Porur, Chennai. Enjoy contemporary amenities and a convenient location for an elevated lifestyle.::::::Property Specifications::::::This unfurnished 2 BHK flat is located on the 9th floor of a 14-floor building. Ideal for vegetarian individuals or families, the apartment features 2 bedrooms with 2 attached western-style bathrooms.::::::The flat includes 1 balcony attached to the living area, providing a space to relax and enjoy the surroundings. The living cum dining area offers ample space for comfortable living. The kitchen is designed in a normal layout and includes a utility area attached for added convenience.::::::The flooring throughout the apartment is done in vitrified tiles, adding a touch of elegance to the space. Additionally, the flat is Vaastu compliant and faces east, ensuring a harmonious and positive living environment.::::::Facilities ::::::The property offers open parking and features 24-hour water supply from both borewell and corporation sources. With 100% power backup, security guard, CCTV surveillance, and three lifts, residents can enjoy a comfortable and secure living environment.::::::Key amenities such as club house, swimming pool, gymnasium, park, laundry service, banquet hall, jogging and strolling track, outdoor tennis courts, aerobics room, flower gardens, guest accommodation, indoor games room, indoor squash & badminton courts, kids play area, kids play pool with water slides, library and business center, meditation area, outdoor tennis courts, recreational pool, cycling & jogging track and fire fighting equipment etc are available ::::::Locality ::::::Located near Porur bypass road, this flat in Osian Chlorophyll, Gandhi Nagar Porur, Chennai, enjoys a strategic location with easy access to key amenities. Within a 1 km radius, you'll find schools, hospitals, malls, and supermarkets, ensuring all your daily needs are within reach. Public transport options, including buses and autos, are readily available, making commuting hassle-free.::::::Banks and ATMs are close by, providing convenient banking services. While there is an upcoming metro station nearby it will further enhance connectivity to other parts of the city. This locality offers a blend of urban convenience and a peaceful residential atmosphere, making it an ideal choice for modern living.::",₹ 90 Lac,"₹7,407 per sqft",SUPER AREA 1215 sqft STATUS Ready to Move FLOOR 9 out of 14
cardid74349507,Plot/Land for Sale in Iyyappanthangal Chennai,Null,₹ 85 Lac,"₹6,800 per sqft",PLOT AREA 1250 sqft DIMENSIONS (L X B) 40 X 31.25 OWNERSHIP Freehold
cardid55525703,2 BHK Villa for Sale in Urapakkam Chennai,Null,₹ 40 Lac,"₹6,667 per sqft",CARPET AREA 1144 sqft STATUS Ready to Move TRANSACTION New Property
cardid72953477,4 BHK House for Sale in Sholinganallur Chennai,Null,₹ 1.40 Cr,"₹6,364 per sqft",SUPER AREA 2200 sqft UNDER CONSTRUCTION Poss. by Nov '24 FLOOR Ground out of 1
cardid73189485,Plot/Land for Sale in Mangadu Chennai,Null,₹ 48 Lac,"₹5,393 per sqft",PLOT AREA 890 sqft TRANSACTION Resale FLOORS ALLOWED FOR CONSTRUCTION 4
cardid74165151,3 BHK Apartment for Sale in Akkarai Chennai,Null,₹ 3 Cr,"₹15,000 per sqft",CARPET AREA 1778 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid64889197,3 BHK Apartment for Sale in Nelson Manickam Road Chennai,Null,₹ 1.25 Cr,"₹8,333 per sqft",CARPET AREA 1250 sqft STATUS Ready to Move FLOOR 4 out of 5
cardid73981893,2 BHK Villa for Sale in Kovur Chennai,Null,₹ 85 Lac,"₹8,947 per sqft",CARPET AREA 900 sqft STATUS Ready to Move TRANSACTION New Property
cardid74063053,Plot/Land for Sale in Kandigai Korattur Chennai,Null,₹ 2.70 Cr,"₹6,888 per sqft",PLOT AREA 3920 sqft DIMENSIONS (L X B) 56 X 70 OWNERSHIP Freehold
cardid71899203,Plot/Land for Sale in Soranjeri Chennai,Null,₹ 44.6 Lac,₹411 per sqft,PLOT AREA 10850 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid73407693,2 BHK Apartment for Sale in Velachery Chennai,Null,₹ 98 Lac,"₹12,020 per sqft",SUPER AREA 815 sqft UNDER CONSTRUCTION Poss. by Dec '27 TRANSACTION New Property
cardid74215173,Plot/Land for Sale in Siruseri Chennai,Null,₹ 32.6 Lac,"₹4,000 per sqft",PLOT AREA 816 sqft DIMENSIONS (L X B) 34 X 24 OWNERSHIP Freehold
cardid73798643,Plot/Land for Sale in Minjur Chennai,Null,₹ 12.4 Lac,"₹1,375 per sqft",PLOT AREA 900 sqft DIMENSIONS (L X B) 27 X 33.33 OWNERSHIP Freehold
cardid72434325,Plot/Land for Sale in Kaspapuram Chennai,Null,₹ 50.5 Lac,"₹3,490 per sqft",PLOT AREA 1447 sqft DIMENSIONS (L X B) 50 X 30 OWNERSHIP Freehold
cardid74262839,4 BHK Villa for Sale in Neelankarai Chennai,Null,₹ 10.50 Cr,"₹18,421 per sqft",CARPET AREA 5000 sqft STATUS Ready to Move TRANSACTION New Property
cardid73630147,Plot/Land for Sale in Retteri Chennai,Null,₹ 8.9 Lac,"₹1,254 per sqft",PLOT AREA 710 sqft DIMENSIONS (L X B) 36 X 19.72 OWNERSHIP Freehold
cardid73514813,Plot/Land for Sale in Vallakkottai Chennai,Null,₹ 9.6 Lac,₹800 per sqft,PLOT AREA 1200 sqft DIMENSIONS (L X B) 40 X 30 OWNERSHIP Freehold
cardid71036549,2 BHK House for Sale in Pammal Chennai,Null,₹ 77 Lac,"₹6,696 per sqft",CARPET AREA 950 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid20710676,2 BHK Apartment for Sale in Tambaram West Tambaram Chennai,Null,₹ 37 Lac,"₹3,811 per sqft",SUPER AREA 971 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid70937483,2 BHK Apartment for Sale in Maraimalai Nagar Chennai,"Introducing a splendid opportunity to own a spacious 2 BHK flat in Maraimalai Nagar, Chennai, offering a Super Built-Up Area of 1440 sqft. Situated on the ground floor of a 10-floor building, this semi-furnished residence promises comfort, convenience, and breathtaking views of the mountains.::::Property Features:::::Boasting two well-appointed bedrooms with wardrobes in both, this flat offers utmost convenience with two attached bathrooms, each featuring Western-style fittings and geysers for a refreshing bathing experience. Three balconies adorn the apartment, with one attached to the dining area, another to the living room, and the third to the bedroom, offering serene views of the majestic mountains.::::The spacious living cum dining area provides ample space for relaxation and entertainment, while a dedicated pooja room and foyer add a touch of spirituality and elegance to the ambiance. The kitchen is well-equipped for daily culinary endeavors, with a separate service area for added convenience. The flooring throughout the apartment is adorned with elegant vitrified tiles, blending functionality with style seamlessly.::::Designed to align with Vaastu principles, this residence ensures positive energy flow and harmonious living.::::Facilities and Amenities:::::Residents enjoy the convenience of covered parking for one car in the basement, ensuring the safety and security of vehicles. A 24-hour water supply and 100% power backup facility guarantee uninterrupted living convenience. Security measures are robust, with a dedicated security guard and CCTV surveillance installed for added safety. Access to different floors is facilitated by two lifts, enhancing residents' convenience.::::Locality Highlights:::::Conveniently located within a range of 1.5 to 4 kilometers are schools, hospitals, malls, and supermarkets, catering to residents' daily needs. Public transportation options are readily available, with the railway station just 5 minutes away, ensuring seamless connectivity to various parts of the city. Banks/ATMs are also close by, providing convenient banking services.::::Don't miss this opportunity to own a luxurious and comfortable abode in a prime location of Maraimalai Nagar. Contact us today to schedule a viewing and make this your dream home!::",₹ 75 Lac,"₹5,208 per sqft",SUPER AREA 1440 sqft STATUS Ready to Move FLOOR Ground out of 10
cardid71767341,2 BHK Apartment for Sale in Iyyappanthangal Chennai,Null,₹ 65 Lac,"₹5,471 per sqft",CARPET AREA 1008 sqft STATUS Ready to Move FLOOR 2 out of 3
cardid73017669,2 BHK Apartment for Sale in Tambaram Chennai,Null,₹ 41 Lac,"₹5,402 per sqft",SUPER AREA 759 sqft STATUS Ready to Move FLOOR 1 out of 4
cardid73097685,3 BHK Builder Floor for Sale in Nanganallur Chennai,Null,₹ 2.27 Cr,"₹15,123 per sqft",SUPER AREA 1501 sqft FLOOR 2 out of 3 TRANSACTION Resale FURNISHING Unfurnished FACING West OVERLOOKING Garden/Park
cardid71649981,3 BHK House for Sale in Rajakilpakkam Chennai,Null,₹ 95 Lac,"₹7,755 per sqft",CARPET AREA 1025 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid73176549,3 BHK Apartment for Sale in Besant Nagar Chennai,Null,₹ 2.67 Cr,"₹16,734 per sqft",CARPET AREA 1575 sqft STATUS Ready to Move FLOOR 2 out of 3
cardid73399823,2 BHK Builder Floor for Sale in Maduravoyal Chennai,Null,₹ 79.5 Lac,"₹8,200 per sqft",SUPER AREA 970 sqft STATUS Ready to Move TRANSACTION New Property
cardid71888291,2 BHK Apartment for Sale in Ambattur Chennai,Null,₹ 60.5 Lac,"₹7,126 per sqft",SUPER AREA 849 sqft STATUS Ready to Move FLOOR 2 out of 3
cardid69979337,Plot/Land for Sale in Manapakkam Chennai,Null,₹ 2.59 Cr,"₹9,250 per sqft",PLOT AREA 2800 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid73647423,Plot/Land for Sale in Medavakkam Chennai,Null,₹ 46 Lac,"₹4,600 per sqft",PLOT AREA 1000 sqft DIMENSIONS (L X B) 45 X 22.22 OWNERSHIP Freehold
cardid72090607,3 BHK Villa for Sale in GAGs Anugraha Chennai,Null,₹ 1.09 Cr,"₹7,267 per sqft",CARPET AREA 1100 sqft UNDER CONSTRUCTION Poss. by Aug '24 TRANSACTION New Property
cardid73912595,3 BHK Villa for Sale in Porur Chennai,Null,₹ 2.50 Cr,"₹10,204 per sqft",SUPER AREA 2450 sqft STATUS Ready to Move TRANSACTION New Property
cardid74259647,> 10 BHK House for Sale in Korattur Chennai,Null,₹ 7 Cr,"₹18,919 per sqft",CARPET AREA 3500 sqft STATUS Ready to Move FLOOR 3 out of 3
cardid72242875,2 BHK Apartment for Sale in Chendurpuram Chennai,2 bhk apartment in lml arshiya project with all basic amenities and close to arvind eye hospital is up for sale.,₹ 56 Lac,"₹5,645 per sqft",CARPET AREA 800 sqft STATUS Ready to Move FLOOR 1 out of 4
cardid73360985,3 BHK Apartment for Sale in Nungambakkam Chennai,"Best price in Nungambakkam, others selling at 25000 to 28000 per sqfeet",₹ 4.30 Cr,"₹20,733 per sqft",CARPET AREA 1800 sqft STATUS Ready to Move FLOOR 2 out of 4
cardid74030109,3 BHK Apartment for Sale in Nanmangalam Manikandan Nagar Chennai,Null,₹ 60.7 Lac,"₹5,700 per sqft",CARPET AREA 1065 sqft STATUS Ready to Move FLOOR 1 out of 3
cardid74204505,Plot/Land for Sale in New Perungalathur Chennai,Null,₹ 48.6 Lac,"₹5,500 per sqft",PLOT AREA 884 sqft DIMENSIONS (L X B) 26 X 34 OWNERSHIP Freehold
cardid74169889,Plot/Land for Sale in Iyyappanthangal Chennai,Null,₹ 1.29 Cr,"₹7,200 per sqft",PLOT AREA 1800 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid74132675,3 BHK Apartment for Sale in Madipakkam Chennai,Null,₹ 63 Lac,"₹4,552 per sqft",CARPET AREA 1384 sqft STATUS Ready to Move FLOOR 1 out of 1
cardid70335577,3 BHK Apartment for Sale in Shastri Nagar Adyar Chennai,Null,₹ 2.30 Cr,"₹16,429 per sqft",SUPER AREA 1400 sqft STATUS Ready to Move FLOOR 3 out of 4
cardid71428699,4 BHK Apartment for Sale in Egmore Chennai,Null,₹ 3.80 Cr,"₹14,471 per sqft",CARPET AREA 2626 sqft STATUS Ready to Move FLOOR 4 out of 4
