Listing ID,Title,Description,Price,Sq Ft Price,Summary
cardid73325633,3 BHK Apartment for Sale in Thiruvanmiyur Chennai,Null,₹ 1.30 Cr,"₹11,818 per sqft",CARPET AREA 1100 sqft STATUS Ready to Move FLOOR 1 out of 3
cardid72846069,Plot/Land for Sale in Urapakkam Chennai,Null,₹ 60 Lac,"₹3,333 per sqft",PLOT AREA 1800 sqft DIMENSIONS (L X B) 60 X 30 OWNERSHIP Freehold
cardid73335229,Plot/Land for Sale in Tambaram West Tambaram Chennai,Null,₹ 39 Lac,"₹3,900 per sqft",PLOT AREA 1000 sqft TRANSACTION Resale FLOORS ALLOWED FOR CONSTRUCTION 4
cardid74028675,3 BHK Apartment for Sale in Sholinganallur Chennai,Unused North Facing 3BHK flat with Brand new interiors having open view of Perumbakkam lake,₹ 74 Lac,"₹5,128 per sqft",SUPER AREA 1443 sqft STATUS Ready to Move FLOOR 16 out of 20
cardid60786211,2 BHK Apartment for Sale in Perungudi Chennai,"Risland The Ace High Rise Luxury Apartment Located at OMR, Perungudi Location Apartment With Life Style Amenities. 2 BHK East Facing Apartment Bed Room Size Like 13x11 and 10x13 Sqft. Various Floor and Facing Available For Sales, Amenities Like Gym, Indoor Games, Park, Children Play Area and More.",₹ 1.25 Cr,"₹10,229 per sqft",SUPER AREA 1227 sqft STATUS Ready to Move FLOOR 3 out of 19
cardid72990549,Plot/Land for Sale in Maduranthakam Chennai,Null,₹ 48.2 Lac,₹335 per sqft,PLOT AREA 14400 sqft DIMENSIONS (L X B) 2400 X 60 OWNERSHIP Freehold
cardid73619059,5 BHK Villa for Sale in Kanathur Chennai,Null,₹ 3 Cr,"₹6,667 per sqft",CARPET AREA 4200 sqft STATUS Ready to Move TRANSACTION New Property
cardid73657195,Plot/Land for Sale in Old Perungalathur Chennai,Null,₹ 38.8 Lac,"₹6,000 per sqft",PLOT AREA 646 sqft DIMENSIONS (L X B) 30 X 21.53 OWNERSHIP Freehold
cardid51548661,3 BHK Apartment for Sale in Saidapet Chennai,"Branded new flat is available for resale in Casagrand monte carlo, Saidapet Chennai. The super build up area is 1733sqft, It is ready to move property available on 5th floor. The property is on the main road. it has 3 bedroom, 3bathroom, 1 covered car parking, 1 open car parking.",₹ 2.25 Cr,"₹12,983 per sqft",CARPET AREA 1247 sqft STATUS Ready to Move FLOOR 5 out of 13
cardid70691595,Plot/Land for Sale in Oragadam Chennai,Null,₹ 13.5 Lac,₹750 per sqft,PLOT AREA 1800 sqft DIMENSIONS (L X B) 30 X 60 OWNERSHIP Freehold
cardid74191181,3 BHK Apartment for Sale in Maduravoyal Chennai,"Sri Balajis Saphire in Maduravoyal, Chennai West is a readytomove housing society. This project is a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. This housing society is now ready to be called home as families have started moving in. Check out some of the features of Sri Balajis Saphire housing society Sri Balajis Saphire Maduravoyal has single tower, with 4 floors each and 40 units on offer.",₹ 1.09 Cr,"₹8,845 per sqft",SUPER AREA 1239 sqft STATUS Ready to Move FLOOR 1 out of 4
cardid73879987,3 BHK Apartment for Sale in Puzhal Chennai,Null,₹ 78 Lac,"₹5,821 per sqft",CARPET AREA 1140 sqft STATUS Ready to Move FLOOR 1 out of 4
cardid70539403,3 BHK Apartment for Sale in Medavakkam Chennai,Null,₹ 78.7 Lac,"₹6,449 per sqft",CARPET AREA 860 sqft STATUS Ready to Move FLOOR 2 out of 5
cardid74309201,3 BHK Builder Floor for Sale in Valasaravakkam Chennai,Null,₹ 1.74 Cr,"₹12,889 per sqft",CARPET AREA 1000 sqft UNDER CONSTRUCTION Poss. by Jan '25 FLOOR 2 out of 3
cardid27865287,Plot/Land for Sale in Kodambakkam Chennai,Null,₹ 51 Lac,"₹2,122 per sqft",PLOT AREA 2403 sqft DIMENSIONS (L X B) 135 X 17.8 OWNERSHIP Freehold
cardid73344531,Plot/Land for Sale in Oragadam Chennai,Null,₹ 24 Lac,"₹2,000 per sqft",PLOT AREA 1200 sqft DIMENSIONS (L X B) 40 X 30 OWNERSHIP Freehold
cardid52849947,Plot/Land for Sale in Sunguvarchatram Chennai,Null,₹ 69 Lac,"₹2,413 per sqft",PLOT AREA 2860 sqft DIMENSIONS (L X B) 66.5 X 43.01 OWNERSHIP Freehold
cardid73850489,Plot/Land for Sale in Navalur Chennai,Null,₹ 84 Lac,"₹5,600 per sqft",PLOT AREA 1500 sqft DIMENSIONS (L X B) 50 X 30 OWNERSHIP Freehold
cardid74068269,2 BHK House for Sale in Veppampattu Chennai,"Individual Villas for Sales in Chennai, VeppampattuExperience the convenience of effortless homeownership with a hasslefree 90 loan arrangementQuality Construction as per Vasthu,Clear DocumentsTwenty Four by Seven Water Faclities AvailableAll Facing Houses are Available,Good InfrastructureNear by Houses Shops,Good in Transport Facilities,Buses,Autos,cabs are Availablesweet ground waternear by schools colleges hospitalsNear by vepampattu railway stationFully Developed, Secured and Peaceful for living AreaReady to Move Next Chennai",₹ 30 Lac,"₹4,000 per sqft",SUPER AREA 750 sqft STATUS Ready to Move TRANSACTION New Property
cardid71718815,2 BHK Apartment for Sale in Mugalivakkam Chennai,Null,₹ 65 Lac,"₹7,454 per sqft",CARPET AREA 772 sqft STATUS Ready to Move FLOOR 2 out of 4
cardid71720205,2 BHK Apartment for Sale in Guduvancheri Chennai,Null,₹ 41 Lac,"₹5,081 per sqft",CARPET AREA 660 sqft STATUS Ready to Move FLOOR 2 out of 3
cardid72813187,2 BHK Apartment for Sale in PC Vignesh Flats Chennai,Null,₹ 55 Lac,"₹5,027 per sqft",CARPET AREA 824 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid71896567,1 BHK Apartment for Sale in Padi Chennai,Null,₹ 54 Lac,"₹8,504 per sqft",CARPET AREA 560 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid70753311,5 BHK House for Sale in Valasaravakkam Chennai,Null,₹ 3.30 Cr,"₹11,000 per sqft",CARPET AREA 2800 sqft STATUS Ready to Move FLOOR 1 out of 3
cardid71811773,3 BHK Apartment for Sale in Medavakkam Chennai,Null,₹ 80 Lac,"₹7,018 per sqft",CARPET AREA 945 sqft STATUS Ready to Move FLOOR 2 out of 3 TRANSACTION Resale FURNISHING Semi-Furnished FACING East
cardid70505939,2 BHK Apartment for Sale in Kamaraj Nagar Avadi Chennai,"Step into the epitome of comfortable living with this exquisite 2 BHK flat for sale in VGN Royale, Kamaraj Nagar Avadi, Chennai. Boasting a carpet area of 646 sqft on the top floor of a 4-story building, this west-facing gem is meticulously designed to offer a harmonious living space with vaastu compliance.::::::Property specifications and facilities::::::Fully furnished to meet your lifestyle needs, this flat comprises 2 bedrooms and 2 bathrooms, with one attached and one common, both featuring western amenities and a geyser in one bathroom. The master bedroom extends to a charming balcony, overlooking another bedroom.::::::The living cum dining area provides a spacious and inviting atmosphere, while the modular kitchen with an attached utility area caters to your daily requirements. The flat features elegant vitrified tiles throughout, enhancing the aesthetic appeal.::::::Enjoy the convenience of covered parking, 24-hour water supply from both borewell and corporation sources, and a 100% power backup. Security is well taken care of with a vigilant security guard, and accessibility is made easy with the presence of a lift.::::::Experience a host of luxurious amenities, including rainwater harvesting, a club house, swimming pool, gymnasium, park, reserved parking, mini cinema theatre, earthquake resistance, multipurpose hall, aerobics room, indoor games room, kids play area, library, business centre, meditation area, and fire-fighting equipment.::::::Locality::::::Situated opposite Chinmaya Vidyalaya school, this property is within 2 km of schools, hospitals, and malls/supermarkets, ensuring a well-connected and convenient lifestyle. Easy access to public transport, including buses and autos, makes commuting hassle-free, while banks/ATMs are conveniently located nearby. The railway station is just 2 km away, enhancing the connectivity of this prime location. Don't miss the chance to call this splendid flat your home – contact us now to schedule a viewing!",₹ 30 Lac,"₹4,651 per sqft",CARPET AREA 445 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid71338993,2 BHK Apartment for Sale in Rajakilpakkam Chennai,Null,₹ 42 Lac,"₹5,018 per sqft",CARPET AREA 637 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid68980479,3 BHK Apartment for Sale in Korattur Chennai,Null,₹ 1.05 Cr,"₹6,735 per sqft",CARPET AREA 1359 sqft STATUS Ready to Move FLOOR 7 out of 17
cardid69086751,6 BHK House for Sale in Adyar Gandhinagar Chennai,Null,₹ 21 Cr,"₹21,000 per sqft",CARPET AREA 3000 sqft STATUS Ready to Move FLOOR 2 out of 3
cardid60526305,Plot/Land for Sale in Thirumullaivoyal Chennai,Null,₹ 78.6 Lac,"₹3,000 per sqft",PLOT AREA 2620 sqft OWNERSHIP Freehold TRANSACTION Resale FLOORS ALLOWED FOR CONSTRUCTION Congo OPEN SIDES 4 WIDTH OF ROAD FACING THE PLOT 30 m
cardid19494406,2 BHK Apartment for Sale in Thiruporur Chennai,Multistorey Apartment is located at 1st floor in a tower of total 4 floors. It offers an unmatched view of Main Road in front. The type of ownership is Freehold. Reserved covered car parking for residents available. It is a relatively new property with construction age less than 5 yrs. Flooring of type Vitrified covers maximum part of the house.,₹ 32 Lac,"₹2,909 per sqft",SUPER AREA 1100 sqft STATUS Ready to Move FLOOR 1 out of 4
cardid71454603,Plot/Land for Sale in Maduranthakam Chennai,Null,₹ 7 Lac,₹583 per sqft,PLOT AREA 1200 sqft DIMENSIONS (L X B) 40 X 30 TRANSACTION Resale
cardid70155767,Plot/Land for Sale in Perumbakkam Chennai,Null,₹ 55 Lac,"₹5,000 per sqft",PLOT AREA 1100 sqft DIMENSIONS (L X B) 50 X 22 OWNERSHIP Co-operative Society
cardid64730523,3 BHK Apartment for Sale in Mylapore Chennai,Null,₹ 3.75 Cr,"₹18,160 per sqft",SUPER AREA 2065 sqft STATUS Ready to Move FLOOR 1 out of 4 TRANSACTION Resale FURNISHING Semi-Furnished FACING West
cardid73831383,2 BHK Apartment for Sale in Chromepet Chennai,"Multistorey apartment is available for sale. It covered area of 1000 sq-ft, it is a good location property. Please contact for more details.",₹ 53 Lac,"₹5,300 per sqft",SUPER AREA 1000 sqft STATUS Ready to Move FLOOR 3 out of 7
cardid27344637,Plot/Land for Sale in Cholapuram Chennai,Null,₹ 2.20 Cr,"₹4,583 per sqft",PLOT AREA 4800 sqft DIMENSIONS (L X B) 1.47 X 3919 OWNERSHIP Freehold
cardid70005973,2 BHK Apartment for Sale in Rajakilpakkam Chennai,Null,₹ 46 Lac,"₹5,169 per sqft",SUPER AREA 890 sqft STATUS Ready to Move FLOOR 1 out of 2 TRANSACTION Resale FURNISHING Furnished BATHROOM 2
cardid70524009,3 BHK Apartment for Sale in Korattur Chennai,Null,₹ 1.50 Cr,"₹8,671 per sqft",CARPET AREA 333 sqft STATUS Ready to Move FLOOR 1 out of 3 TRANSACTION Resale FURNISHING Furnished BATHROOM 3
cardid73492831,2 BHK Apartment for Sale in Madha Nagar Madhanandapuram Chennai,Null,₹ 45 Lac,"₹4,787 per sqft",SUPER AREA 940 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid74282533,Plot/Land for Sale in Ram Nagar Madipakkam Chennai,Null,₹ 1.05 Cr,"₹6,562 per sqft",PLOT AREA 1600 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid72904659,Plot/Land for Sale in Avadi Chennai,Null,₹ 57.2 Lac,"₹1,500 per sqft",PLOT AREA 3816 sqft TRANSACTION Resale FLOORS ALLOWED FOR CONSTRUCTION 1 OPEN SIDES 4 BOUNDARY No
cardid73796983,2 BHK Builder Floor for Sale in West Mambalam Chennai,Null,₹ 1.37 Cr,"₹15,222 per sqft",SUPER AREA 900 sqft UNDER CONSTRUCTION Poss. by May '25 FLOOR 1 out of 3
cardid73661245,4 BHK Apartment for Sale in Postal Colony West Mambalam Chennai,Null,₹ 2.90 Cr,"₹14,918 per sqft",CARPET AREA 1600 sqft UNDER CONSTRUCTION Poss. by Nov '25 FLOOR 1 out of 3
cardid70136067,3 BHK Villa for Sale in Sholinganallur Chennai,Aditiyaram Palace City offers exclusive palace themed oval villas with spectacular architecture designed,₹ 2.20 Cr,"₹13,406 per sqft",SUPER AREA 1641 sqft UNDER CONSTRUCTION Poss. by Aug '24 TRANSACTION New Property
cardid65556115,3 BHK Villa for Sale in Navalur Chennai,"3bhk 3138sft BAY HAVEN VILLAS AT HIRANANDANI EGATTUR OMR, CHENNAI",₹ 4.30 Cr,"₹13,703 per sqft",CARPET AREA 2537 sqft UNDER CONSTRUCTION Poss. by Oct '24 TRANSACTION Resale
cardid73627937,4 BHK Apartment for Sale in MRC Nagar Chennai,Null,₹ 7.17 Cr,Null,CARPET AREA 3200 sqft FLOOR 2 out of 5 TRANSACTION New Property
cardid73287771,6 BHK House for Sale in Royapuram Chennai,Null,₹ 1.70 Cr,"₹18,579 per sqft",CARPET AREA 715 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid36662179,3 BHK Builder Floor for Sale in Ram Nagar South Chennai,Null,₹ 1.40 Cr,"₹12,281 per sqft",CARPET AREA 1000 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid72124193,Plot/Land for Sale in Guduvancheri Chennai,Null,₹ 15.6 Lac,"₹2,599 per sqft",PLOT AREA 600 sqft DIMENSIONS (L X B) 30 X 20 OWNERSHIP Freehold
cardid73221911,1 BHK House for Sale in CLRI Nagar Chennai,Null,₹ 89 Lac,"₹8,091 per sqft",CARPET AREA 900 sqft STATUS Ready to Move FLOOR Ground out of 1 TRANSACTION Resale FURNISHING Semi-Furnished FACING West
cardid73412727,2 BHK House for Sale in Mangadu Chennai,Null,₹ 75 Lac,"₹6,173 per sqft",CARPET AREA 1000 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid71036307,3 BHK Apartment for Sale in Kamaraj Nagar Thiruvanmiyur Chennai,Null,₹ 2.65 Cr,"₹17,667 per sqft",CARPET AREA 1400 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid68243639,Plot/Land for Sale in Medavakkam Chennai,Null,₹ 42 Lac,"₹4,667 per sqft",PLOT AREA 900 sqft DIMENSIONS (L X B) 30 X 30 OWNERSHIP Freehold
cardid72663743,3 BHK Apartment for Sale in Porur Chennai,3bhk luxury apartment with east facing.,₹ 1.30 Cr,"₹8,233 per sqft",CARPET AREA 1300 sqft STATUS Ready to Move FLOOR 3 out of 11
cardid72037975,2 BHK Apartment for Sale in Purushotham Nagar Chennai,Null,₹ 60 Lac,"₹6,772 per sqft",CARPET AREA 800 sqft STATUS Ready to Move FLOOR 2 out of 3
cardid73379459,3 BHK Apartment for Sale in Anna Nagar Chennai,"TVS Emerald Luxor, the epitome of ultraluxury living in Anna Nagar, Central Chennai. Crafted by TVS Emerald Group, this residential enclave offers spacious 3 BHK Apartments with luxurious features and a wealth of amenities. Surrounded by serene landscapes and abundant greenery, Luxor promises an elite living experience. With its strategic location near major transport hubs and essential facilities, Luxor ensures unparalleled connectivity. Enjoy over 30 amenities including a clubhouse, gym, swimming pool, and more, all safeguarded by topnotch 247 security.",₹ 3.02 Cr,"₹14,090 per sqft",CARPET AREA 1501 sqft UNDER CONSTRUCTION Poss. by Jun '28 FLOOR 9 out of 16
cardid73267155,2 BHK Apartment for Sale in Thirumullaivoyal Chennai,Null,₹ 50.8 Lac,"₹5,700 per sqft",SUPER AREA 891 sqft STATUS Ready to Move FLOOR 3 out of 5
cardid71696079,2 BHK Builder Floor for Sale in Peravallur Chennai,Null,₹ 56 Lac,"₹6,222 per sqft",CARPET AREA 862 sqft STATUS Ready to Move FLOOR 2 out of 4
cardid71093777,4 BHK House for Sale in Perungudi Chennai,Null,₹ 5 Cr,"₹11,111 per sqft",CARPET AREA 4300 sqft STATUS Ready to Move FLOOR Ground out of 1 TRANSACTION Resale FURNISHING Semi-Furnished FACING East
cardid71294523,2 BHK Builder Floor for Sale in Sadasiva Nagar Madipakkam Chennai,Null,₹ 62 Lac,"₹6,695 per sqft",CARPET AREA 726 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid74288807,2 BHK Apartment for Sale in Adambakkam Chennai,Null,₹ 83.2 Lac,"₹9,500 per sqft",SUPER AREA 876 sqft UNDER CONSTRUCTION Poss. by Jan '25 FLOOR 1 out of 3
cardid70988423,3 BHK Villa for Sale in Navalur Chennai,Null,₹ 1.18 Cr,"₹6,941 per sqft",CARPET AREA 1650 sqft STATUS Ready to Move TRANSACTION New Property
cardid72830955,3 BHK Apartment for Sale in Thillaiganga Nagar Chennai,Null,₹ 2.10 Cr,"₹11,932 per sqft",CARPET AREA 1760 sqft UNDER CONSTRUCTION Poss. by Dec '24 FLOOR 1 out of 3
cardid23197563,3 BHK Apartment for Sale in Maraimalai Nagar Chennai,Null,₹ 56 Lac,"₹3,491 per sqft",SUPER AREA 1604 sqft STATUS Ready to Move FLOOR 2 out of 4
cardid72308303,3 BHK House for Sale in Kanathur Chennai,Null,₹ 7.25 Cr,"₹18,125 per sqft",CARPET AREA 12000 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid66032047,2 BHK Builder Floor for Sale in Lic Nagar Alaiamman Nagar Chennai,Null,₹ 57 Lac,"₹5,700 per sqft",CARPET AREA 886 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid74114715,2 BHK Builder Floor for Sale in Ambattur Red Hills Road Chennai,Null,₹ 37 Lac,"₹4,780 per sqft",CARPET AREA 650 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid60450147,2 BHK House for Sale in Pakkam Chennai,Null,₹ 27 Lac,"₹4,030 per sqft",SUPER AREA 670 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid57275351,5 BHK Villa for Sale in Madipakkam Chennai,Null,₹ 3 Cr,"₹7,143 per sqft",CARPET AREA 4100 sqft STATUS Ready to Move TRANSACTION New Property
cardid74083753,3 BHK Villa for Sale in Tondiarpet Chennai,Null,₹ 3.10 Cr,"₹22,794 per sqft",CARPET AREA 1200 sqft STATUS Ready to Move TRANSACTION Resale
cardid74155793,4 BHK Apartment for Sale in Pallikaranai Chennai,Null,₹ 1.85 Cr,"₹6,875 per sqft",CARPET AREA 2591 sqft STATUS Ready to Move FLOOR 5 out of 7 TRANSACTION Resale FURNISHING Semi-Furnished FACING North
cardid74318963,2 BHK Apartment for Sale in Madambakkam Chennai,Null,₹ 42 Lac,"₹5,433 per sqft",CARPET AREA 673 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid74280555,3 BHK Apartment for Sale in New Colony Chromepet Chennai,Null,₹ 1.10 Cr,"₹7,857 per sqft",CARPET AREA 1100 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid74185539,2 BHK Apartment for Sale in Perungudi Chennai,Null,₹ 75 Lac,"₹6,073 per sqft",CARPET AREA 950 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid74090397,3 BHK Apartment for Sale in Vetri Nagar Chennai,Null,₹ 87 Lac,"₹6,392 per sqft",CARPET AREA 1262 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid73568365,3 BHK Apartment for Sale in East Coast Road Chennai,"Discover the epitome of coastal luxury with this stunning 3 BHK flat for sale in VGN Coasta, East Coast Road, Chennai. Nestled in a prime location, this exquisite residence offers an unparalleled blend of comfort, elegance, and breathtaking sea views.::::::Situated on the 8th floor, this exquisite 3 BHK flat offers a luxurious living experience with stunning sea views and top-notch amenities. The semi-furnished apartment features three spacious bedrooms, each equipped with closed lofts and wardrobes for ample storage. The master bedroom is air-conditioned and boasts elegant wooden flooring, while the rest of the apartment is adorned with vitrified tiles. A large balcony connected to the dining room provides a perfect spot to unwind, overlooking the main road and the serene sea.::::::The apartment's open-style modular kitchen is a chef's delight, featuring built-in cabinets with accent lighting, a chimney, and a hob. The kitchen drawers come with soft-closing mechanisms and recessed handles, while the cabinets are equipped with a cutlery tray, plate stand, and oil pull-out for added convenience. Although there is no piped gas connection, the kitchen is designed for functionality and style.::::::The flat has no additional furniture, allowing you to personalize the space to your taste. The main entrance is east-facing, ensuring abundant natural light and positive energy flow, and Vastu compliance can be verified upon request. There are three well-appointed bathrooms, one attached to the master bedroom, another attached to the second bedroom, and a common bathroom. All bathrooms are fitted with modern western-style fixtures, including mirrors, under-basin cabinets, geysers, and shower cubicles.::::::Electrical fixtures such as lights and fans are already installed throughout the apartment, and there is 100% power backup to ensure uninterrupted comfort. Residents can enjoy a range of amenities, including a clubhouse, swimming pool, gym, and garden area. The property also offers two car parking spaces—one covered and one open—and 24-hour security for peace of mind.::::::The locality of VGN Coasta is well-equipped with essential services and recreational facilities. Reputed schools such as Primrose Schools, Anant International School, and Bay International School are located along the ECR stretch, ensuring quality education options. For shopping needs, Abi and Abi Supermarket is nearby, and Marina Mall offers a comprehensive retail and entertainment experience. Healthcare services are easily accessible, with Coastal Care Clinic, Chettinad Hospital, and Gleneagles Hospital in close proximity. Public transport connectivity is excellent, with a bus stop right in front of the complex and cabs readily available, ensuring convenient commuting options.::",₹ 2 Cr,"₹7,886 per sqft",CARPET AREA 1800 sqft STATUS Ready to Move FLOOR 8 out of 14
cardid73530489,2 BHK Apartment for Sale in Sriperumbudur Chennai,Null,₹ 26 Lac,"₹2,600 per sqft",SUPER AREA 1000 sqft STATUS Ready to Move FLOOR 2 out of 4
cardid74210765,1 BHK Builder Floor for Sale in Kumananchavadi Chennai,Null,₹ 30 Lac,"₹5,415 per sqft",CARPET AREA 454 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid73287277,2 BHK House for Sale in Avadi Chennai,Null,₹ 2.50 Cr,"₹10,417 per sqft",SUPER AREA 2400 sqft STATUS Ready to Move FLOOR Ground out of 1
cardid65475555,Plot/Land for Sale in Singaperumal Koil Chennai,Null,₹ 1.21 Cr,"₹2,800 per sqft",PLOT AREA 4343 sqft DIMENSIONS (L X B) 90 X 48.26 OWNERSHIP Freehold
cardid72275659,4 BHK Apartment for Sale in Mogappair Chennai,Null,₹ 2.45 Cr,"₹14,286 per sqft",CARPET AREA 1612 sqft STATUS Ready to Move FLOOR 3 out of 9
cardid74163115,3 BHK Apartment for Sale in Kellys Road Chennai,Null,₹ 3.30 Cr,"₹16,492 per sqft",CARPET AREA 1801 sqft STATUS Ready to Move FLOOR 1 out of 3
cardid74038167,4 BHK Apartment for Sale in Sholinganallur Chennai,"Welcome to the luxurious Casagrand First City in Sholinganallur, Chennai! We are thrilled to present this stunning 4 BHK flat for sale, offering a spacious and upscale living space that is perfect for your family.::::::Property specifications::::::Spread across a super area of 2322 sqft, this flat is located on the 12th floor of a magnificent 16-floor building. The flat is vaastu compliant and faces east, ensuring positive energy and abundant natural light throughout the day.::::::The flat is unfurnished, allowing you the freedom to design and decorate it according to your personal taste. It comprises 4 bedrooms and 4 bathrooms, offering ample space for relaxation and privacy. Three bathrooms are attached to bedrooms, while one serves as a common facility. All bathrooms feature Western fittings.::::::The flat boasts 3 balconies, with one attached to a bedroom, one linked to the living area, and one connected to the kitchen. These balconies offer a delightful view overlooking the road. The living and dining areas are separate, providing distinct spaces for relaxation and entertaining.::::::The kitchen is a normal kitchen, with a provision for a piped gas connection and a utility area attached for added convenience. The flooring throughout the flat is done in elegant vitrified tiles, adding to the overall appeal of the interiors.::::::Facilities::::::The property offers 2 covered parking spaces, ensuring convenient parking for your vehicles. Enjoy 24-hour water supply from both borewell and corporation sources, ensuring uninterrupted access to water. A 100% power backup facility is in place, providing peace of mind. The presence of a security guard and CCTV surveillance ensures the safety and security of the residents. The building is equipped with two lifts for easy access to all floors.::::::Casagrand First City offers a range of amenities to enhance your lifestyle. From a swimming pool and gymnasium to a park, barbeque pit, guest accommodation, kids play area, and kids play pool with water slides, there is something for everyone.::::::Locality::::::The flat is conveniently located near Global Hospital and in close proximity to NPS School. Within a 1 km radius, you'll find hospitals, malls, and supermarkets, catering to all your daily needs. Enjoy easy access to public transportation, with buses and autos readily available. Banks and ATMs are also located nearby, making financial transactions hassle-free. The metro station is just 750m away, providing easy access to transportation.::::::Don't miss the opportunity to own this remarkable 4 BHK flat in Casagrand First City, Sholinganallur, Chennai. Contact us today for more details and to schedule a visit to this luxurious and well-connected home!",₹ 1.85 Cr,"₹7,967 per sqft",SUPER AREA 2322 sqft STATUS Ready to Move FLOOR 12 out of 16
cardid74254887,Plot/Land for Sale in Ayappakkam Chennai,Null,₹ 49.2 Lac,"₹5,000 per sqft",PLOT AREA 984 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid72385041,Plot/Land for Sale in Mudichur Chennai,Null,₹ 33.6 Lac,"₹2,800 per sqft",PLOT AREA 1200 sqft DIMENSIONS (L X B) 30 X 40 OWNERSHIP Freehold
cardid73558031,3 BHK Apartment for Sale in Goparasanallur Chennai,"Fully occupied Apartment Complex 3 bhk 3 bathroom for sale with swimming pool, gym, garden. Balcony Facing Pool. 10 minutes walking to Saveetha Dental College, 3 km from Ramachandra Hospital.",₹ 1 Cr,"₹7,380 per sqft",SUPER AREA 1355 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid73110443,2 BHK Apartment for Sale in Padur Chennai,Null,₹ 62 Lac,Null,CARPET AREA 1268 sqft STATUS Ready to Move FLOOR 7 out of 15
cardid55894259,3 BHK House for Sale in Kodambakkam Chennai,Null,₹ 9.50 Cr,"₹42,222 per sqft",SUPER AREA 2250 sqft STATUS Ready to Move TRANSACTION Resale
cardid74306927,2 BHK Apartment for Sale in Perambur Chennai,Null,₹ 40 Lac,"₹5,926 per sqft",CARPET AREA 675 sqft STATUS Ready to Move FLOOR 2 out of 2 TRANSACTION Resale FURNISHING Unfurnished FACING East
cardid74253117,2 BHK Builder Floor for Sale in Sri Shanmuga Nagar Chennai,Null,₹ 48 Lac,"₹5,161 per sqft",CARPET AREA 710 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid72923755,Plot/Land for Sale in Devi Nagar Thiruverkadu Chennai,Null,₹ 1.25 Cr,"₹6,808 per sqft",PLOT AREA 1836 sqft DIMENSIONS (L X B) 41 X 44.78 OWNERSHIP Freehold
cardid73471103,2 BHK Builder Floor for Sale in Velachery Chennai,Null,₹ 1.09 Cr,"₹10,846 per sqft",CARPET AREA 804 sqft STATUS Ready to Move FLOOR 1 out of 2
